Shipping_Mode,Order_Priority,Customer_Segment,Market,Product_Category,Order_Quantity,Discount,Price,Days_for_Shipment_Scheduled,Order_Weekday,Order_Month,Late_Delivery_Risk
Second Class,High,Consumer,Pacific Asia,Grocery,18,0.18,522.2,5,Tuesday,1,0
Second Class,Medium,Consumer,Europe,Office Supplies,18,0.07,839.45,3,Wednesday,7,0
Same Day,Medium,Consumer,Africa,Grocery,8,0.05,967.01,6,Wednesday,6,0
Standard Class,Medium,Consumer,USCA,Grocery,10,0.07,116.1,5,Monday,3,0
Standard Class,High,Home Office,Pacific Asia,Apparel,5,0.08,710.09,3,Friday,12,0
First Class,High,Consumer,LATAM,Electronics,7,0.05,74.38,7,Saturday,4,0
Standard Class,Medium,Corporate,Pacific Asia,Furniture,17,0.32,991.49,2,Wednesday,1,1
Standard Class,Low,Consumer,USCA,Furniture,6,0.19,803.5,5,Wednesday,3,0
Standard Class,Medium,Corporate,Pacific Asia,Apparel,11,0.22,838.98,1,Saturday,7,1
Standard Class,Low,Home Office,LATAM,Electronics,10,0.15,916.44,3,Wednesday,7,0
Same Day,Medium,Consumer,Africa,Grocery,7,0.08,599.81,4,Tuesday,3,0
First Class,Medium,Home Office,Africa,Apparel,7,0.04,365.69,6,Wednesday,5,0
Second Class,Low,Home Office,LATAM,Grocery,10,0.03,944.94,2,Sunday,2,0
Standard Class,Low,Corporate,Europe,Furniture,13,0.07,935.07,7,Sunday,8,1
Standard Class,Medium,Consumer,Europe,Apparel,3,0.34,170.58,6,Monday,1,0
Standard Class,High,Corporate,Africa,Apparel,9,0.09,1084.29,7,Wednesday,10,1
Standard Class,Medium,Home Office,USCA,Apparel,5,0.14,273.24,4,Monday,8,0
Standard Class,Medium,Consumer,Pacific Asia,Furniture,16,0.23,374.69,2,Friday,12,1
Second Class,Low,Consumer,LATAM,Furniture,11,0.2,266.94,1,Thursday,3,0
Second Class,Medium,Consumer,USCA,Office Supplies,18,0.27,1159.06,4,Saturday,3,0
Standard Class,Medium,Consumer,Pacific Asia,Furniture,15,0.08,366.36,2,Wednesday,1,1
Same Day,Medium,Home Office,Africa,Furniture,5,0.21,1165.97,4,Wednesday,8,0
Second Class,Low,Consumer,LATAM,Grocery,8,0.31,769.15,2,Monday,6,0
Second Class,Medium,Consumer,USCA,Furniture,8,0.16,220.11,1,Monday,4,0
Second Class,Low,Corporate,Pacific Asia,Electronics,19,0.39,669.07,5,Thursday,2,0
Standard Class,Low,Consumer,Africa,Grocery,5,0.23,1059.89,7,Tuesday,8,1
Standard Class,Critical,Consumer,Africa,Office Supplies,4,0.27,678.39,6,Thursday,8,1
Standard Class,Low,Corporate,Pacific Asia,Electronics,18,0.18,167.79,2,Friday,5,1
First Class,Low,Consumer,Europe,Office Supplies,12,0.34,351.45,3,Wednesday,6,0
Standard Class,Medium,Consumer,Europe,Apparel,1,0.18,277.52,5,Wednesday,9,0
Standard Class,High,Consumer,Pacific Asia,Apparel,8,0.38,159.77,4,Tuesday,2,0
Standard Class,Medium,Corporate,Pacific Asia,Apparel,9,0.12,399.47,6,Friday,2,0
Standard Class,Medium,Home Office,Pacific Asia,Furniture,13,0.35,796.66,4,Saturday,6,1
First Class,High,Home Office,Africa,Furniture,1,0.26,465.19,4,Thursday,3,0
Second Class,Low,Consumer,LATAM,Grocery,6,0.32,538.12,3,Friday,7,0
Standard Class,Low,Corporate,Africa,Electronics,1,0.02,391.59,3,Friday,11,1
Standard Class,Low,Home Office,Africa,Electronics,14,0.11,1193.42,6,Sunday,8,1
Standard Class,High,Consumer,Europe,Apparel,5,0.34,707.58,3,Tuesday,12,0
Standard Class,Low,Home Office,Pacific Asia,Apparel,13,0.13,1002.32,3,Sunday,11,0
Standard Class,Low,Home Office,Africa,Furniture,5,0.29,535.18,3,Thursday,7,1
Standard Class,Medium,Consumer,Africa,Office Supplies,15,0.4,210.68,3,Saturday,2,1
Standard Class,Medium,Consumer,Pacific Asia,Electronics,3,0.07,1017.7,6,Wednesday,10,0
Second Class,Medium,Consumer,LATAM,Electronics,4,0.17,918.49,5,Tuesday,11,0
Second Class,Medium,Consumer,Europe,Office Supplies,3,0.07,402.47,7,Thursday,8,0
Standard Class,Low,Home Office,USCA,Electronics,12,0.06,731.64,5,Thursday,12,0
Standard Class,Medium,Home Office,Africa,Electronics,14,0.25,121.23,4,Sunday,12,1
Second Class,Medium,Consumer,LATAM,Furniture,6,0.08,41.32,3,Friday,6,0
Standard Class,High,Corporate,USCA,Electronics,19,0.19,980.75,1,Tuesday,6,1
First Class,Low,Corporate,Pacific Asia,Apparel,5,0.39,1130.89,6,Thursday,8,0
Second Class,High,Consumer,USCA,Apparel,17,0.13,419.43,4,Saturday,7,0
Standard Class,Medium,Corporate,Pacific Asia,Grocery,19,0.35,721.11,4,Thursday,7,1
Standard Class,Low,Home Office,LATAM,Furniture,18,0.16,863.58,2,Wednesday,6,1
Second Class,Medium,Consumer,USCA,Furniture,12,0.11,897.79,4,Sunday,5,0
Standard Class,Low,Consumer,Europe,Apparel,18,0.13,582.47,4,Monday,2,0
Second Class,Critical,Consumer,LATAM,Furniture,5,0.05,739.81,4,Saturday,10,0
Same Day,High,Consumer,USCA,Furniture,13,0.27,791.89,2,Sunday,6,1
Second Class,Low,Consumer,Africa,Grocery,4,0.2,132.87,6,Monday,2,0
Standard Class,Low,Consumer,USCA,Office Supplies,18,0.25,777.68,1,Wednesday,4,1
Second Class,Low,Corporate,USCA,Electronics,9,0.12,617.92,3,Saturday,3,0
Standard Class,Low,Corporate,Europe,Grocery,2,0.26,460.41,2,Friday,4,1
Standard Class,Low,Consumer,LATAM,Office Supplies,10,0.07,321.47,3,Saturday,3,0
Same Day,Low,Consumer,Africa,Electronics,13,0.26,769.12,5,Saturday,2,0
Standard Class,Medium,Home Office,LATAM,Apparel,6,0.03,208.44,6,Tuesday,1,0
Same Day,Low,Home Office,LATAM,Office Supplies,8,0.16,974.89,4,Thursday,6,0
Same Day,High,Consumer,Africa,Electronics,13,0.24,214.44,4,Tuesday,8,0
Standard Class,High,Consumer,Africa,Grocery,4,0.34,928.22,4,Monday,6,1
Standard Class,Medium,Home Office,Europe,Electronics,19,0.32,982.73,6,Saturday,3,1
Standard Class,High,Consumer,Pacific Asia,Furniture,7,0.21,1128.19,4,Wednesday,8,0
Standard Class,Low,Consumer,Europe,Electronics,15,0.35,561.32,6,Friday,11,1
Standard Class,Low,Consumer,Africa,Apparel,5,0.2,85.79,1,Saturday,2,1
Second Class,Medium,Consumer,USCA,Grocery,17,0.21,816.44,3,Thursday,5,0
Standard Class,Medium,Consumer,USCA,Office Supplies,19,0.29,346.32,2,Tuesday,5,1
Standard Class,Medium,Consumer,LATAM,Electronics,5,0.35,120.34,6,Monday,3,0
First Class,High,Corporate,LATAM,Grocery,11,0.24,1028.36,7,Thursday,10,0
Standard Class,Critical,Home Office,Pacific Asia,Apparel,4,0.38,176.29,7,Thursday,7,1
First Class,Medium,Home Office,Pacific Asia,Office Supplies,14,0.09,612.58,2,Sunday,10,0
Standard Class,High,Consumer,Pacific Asia,Electronics,4,0.37,948.33,6,Friday,11,0
Standard Class,Low,Consumer,Pacific Asia,Apparel,4,0.09,246.92,1,Friday,5,1
Second Class,Low,Corporate,USCA,Furniture,2,0.21,1077.0,6,Friday,5,0
Second Class,Medium,Corporate,Africa,Grocery,7,0.32,404.59,1,Wednesday,2,1
First Class,Medium,Consumer,Pacific Asia,Grocery,19,0.32,481.74,5,Wednesday,8,0
Second Class,Medium,Consumer,Europe,Electronics,1,0.11,166.48,3,Monday,7,0
First Class,Low,Consumer,Pacific Asia,Apparel,12,0.39,776.91,4,Friday,5,0
Standard Class,Medium,Consumer,USCA,Office Supplies,19,0.03,599.43,4,Friday,6,0
Standard Class,Low,Consumer,LATAM,Office Supplies,12,0.01,1169.25,1,Tuesday,1,1
First Class,Medium,Home Office,Europe,Office Supplies,9,0.34,841.01,1,Wednesday,2,0
First Class,Low,Consumer,Pacific Asia,Office Supplies,7,0.33,913.2,2,Thursday,9,0
Same Day,Low,Home Office,USCA,Electronics,1,0.29,246.91,2,Tuesday,5,0
Standard Class,Low,Home Office,LATAM,Electronics,6,0.34,858.2,1,Thursday,7,1
Standard Class,Low,Consumer,Pacific Asia,Grocery,10,0.06,673.3,5,Sunday,12,0
First Class,High,Corporate,USCA,Apparel,1,0.04,490.56,5,Thursday,3,0
Standard Class,Low,Corporate,USCA,Furniture,18,0.39,941.36,4,Wednesday,11,1
Same Day,Low,Consumer,Africa,Electronics,3,0.25,1174.47,5,Monday,8,0
First Class,Medium,Consumer,USCA,Office Supplies,11,0.37,122.79,4,Tuesday,6,0
Standard Class,Medium,Corporate,Pacific Asia,Furniture,14,0.36,948.78,5,Saturday,7,1
First Class,Low,Corporate,USCA,Grocery,6,0.26,1104.18,5,Sunday,7,0
First Class,Low,Corporate,Europe,Office Supplies,11,0.25,385.07,1,Tuesday,5,0
Standard Class,Critical,Consumer,USCA,Apparel,7,0.14,442.0,5,Saturday,11,1
Same Day,Medium,Consumer,USCA,Furniture,8,0.06,955.78,4,Friday,5,0
Standard Class,Low,Consumer,Europe,Grocery,5,0.27,1144.83,3,Saturday,10,0
First Class,Medium,Consumer,Pacific Asia,Electronics,18,0.33,1127.32,6,Tuesday,9,0
Standard Class,Low,Corporate,LATAM,Apparel,15,0.22,76.2,3,Friday,5,1
First Class,Low,Home Office,Africa,Office Supplies,18,0.02,1047.0,2,Friday,6,1
Standard Class,Medium,Corporate,LATAM,Furniture,3,0.06,707.88,7,Thursday,9,0
Standard Class,High,Corporate,Pacific Asia,Grocery,10,0.04,511.14,6,Monday,4,0
Same Day,Low,Corporate,Pacific Asia,Furniture,15,0.26,1016.19,4,Friday,12,0
Standard Class,High,Corporate,Europe,Apparel,8,0.23,962.52,1,Wednesday,9,1
Standard Class,Low,Corporate,LATAM,Electronics,8,0.19,616.12,1,Monday,2,1
Same Day,Low,Consumer,USCA,Electronics,14,0.22,498.76,2,Monday,4,0
Same Day,Low,Home Office,Europe,Apparel,10,0.11,572.24,3,Monday,9,0
Second Class,Low,Consumer,Europe,Office Supplies,13,0.32,388.84,4,Tuesday,1,0
Second Class,High,Consumer,Africa,Furniture,10,0.13,819.82,5,Saturday,11,0
Standard Class,Medium,Consumer,Europe,Office Supplies,6,0.26,1071.52,2,Saturday,9,1
Standard Class,Low,Consumer,LATAM,Grocery,18,0.16,308.1,4,Wednesday,7,1
Standard Class,Critical,Corporate,Pacific Asia,Office Supplies,16,0.03,992.35,5,Wednesday,7,1
Second Class,High,Consumer,Africa,Apparel,18,0.1,439.29,5,Tuesday,1,0
First Class,High,Home Office,USCA,Electronics,6,0.39,166.88,4,Monday,10,0
First Class,High,Consumer,LATAM,Apparel,9,0.08,58.19,1,Sunday,11,0
First Class,Low,Consumer,USCA,Apparel,16,0.04,580.44,6,Wednesday,2,0
Standard Class,High,Consumer,Europe,Furniture,6,0.12,686.29,4,Friday,10,0
Standard Class,Medium,Corporate,LATAM,Apparel,11,0.35,17.18,4,Wednesday,5,0
Standard Class,High,Home Office,Africa,Grocery,3,0.12,786.63,1,Tuesday,10,1
Standard Class,High,Consumer,Africa,Furniture,8,0.17,627.05,2,Wednesday,1,1
Standard Class,Low,Consumer,USCA,Furniture,1,0.12,1196.93,1,Friday,10,1
First Class,High,Home Office,Pacific Asia,Office Supplies,15,0.4,134.37,5,Tuesday,4,0
Standard Class,Low,Consumer,Africa,Apparel,15,0.4,848.97,7,Wednesday,9,1
Standard Class,Low,Consumer,USCA,Office Supplies,19,0.19,268.27,3,Tuesday,8,0
Standard Class,Low,Consumer,Pacific Asia,Office Supplies,10,0.31,255.55,2,Tuesday,7,1
First Class,High,Consumer,LATAM,Furniture,19,0.09,32.28,7,Sunday,11,0
Second Class,Low,Consumer,Africa,Office Supplies,9,0.15,17.79,4,Saturday,6,0
Standard Class,Medium,Consumer,Africa,Office Supplies,7,0.27,232.08,4,Saturday,12,1
Standard Class,Low,Home Office,USCA,Furniture,14,0.11,218.85,6,Saturday,2,0
Second Class,Critical,Corporate,Africa,Furniture,2,0.09,10.52,5,Wednesday,3,0
Standard Class,Low,Home Office,USCA,Electronics,13,0.37,863.41,5,Sunday,5,1
First Class,High,Corporate,Africa,Apparel,4,0.1,609.37,7,Friday,7,0
Second Class,High,Corporate,USCA,Electronics,7,0.02,481.41,7,Sunday,7,0
Standard Class,Medium,Corporate,Africa,Furniture,8,0.3,133.52,2,Sunday,1,1
Standard Class,Low,Home Office,LATAM,Grocery,16,0.1,407.34,2,Sunday,11,1
Same Day,Medium,Consumer,LATAM,Office Supplies,9,0.18,570.0,7,Tuesday,11,0
Standard Class,High,Consumer,USCA,Office Supplies,11,0.04,1197.68,7,Monday,12,0
Standard Class,High,Corporate,LATAM,Furniture,14,0.03,617.61,7,Tuesday,3,0
First Class,Low,Home Office,USCA,Office Supplies,4,0.18,33.21,2,Friday,3,0
Same Day,High,Home Office,USCA,Electronics,19,0.13,257.21,5,Thursday,3,0
Same Day,Low,Corporate,Europe,Office Supplies,15,0.2,431.88,3,Friday,12,0
First Class,Medium,Consumer,LATAM,Grocery,14,0.39,552.55,1,Wednesday,7,1
Standard Class,High,Consumer,Europe,Apparel,16,0.16,812.39,5,Wednesday,7,0
Standard Class,Low,Home Office,Europe,Electronics,3,0.24,712.81,3,Wednesday,9,0
First Class,High,Consumer,Africa,Apparel,6,0.04,616.03,5,Saturday,8,0
Second Class,Medium,Consumer,USCA,Apparel,4,0.35,1007.09,1,Monday,11,0
Standard Class,High,Home Office,Pacific Asia,Grocery,1,0.32,243.54,2,Saturday,5,1
Same Day,Low,Consumer,Europe,Grocery,18,0.21,102.68,3,Thursday,1,0
Standard Class,Medium,Corporate,Africa,Grocery,8,0.07,1007.46,2,Wednesday,6,1
Standard Class,High,Corporate,LATAM,Grocery,16,0.17,559.98,1,Tuesday,6,1
Standard Class,Low,Consumer,Pacific Asia,Electronics,16,0.12,668.49,5,Saturday,12,0
Standard Class,Low,Consumer,USCA,Grocery,15,0.4,1006.49,4,Wednesday,4,1
Standard Class,Critical,Consumer,Africa,Electronics,2,0.2,1135.52,1,Tuesday,4,1
Standard Class,Low,Corporate,Pacific Asia,Office Supplies,12,0.17,666.88,7,Thursday,5,0
Standard Class,Critical,Consumer,USCA,Apparel,4,0.07,976.59,1,Thursday,11,1
Second Class,Low,Consumer,USCA,Office Supplies,11,0.1,658.29,6,Sunday,10,0
Second Class,Low,Home Office,Pacific Asia,Office Supplies,2,0.28,49.66,3,Tuesday,6,0
Second Class,High,Consumer,Africa,Furniture,6,0.21,1147.47,6,Monday,5,0
Same Day,Medium,Consumer,Pacific Asia,Office Supplies,17,0.14,983.14,4,Sunday,9,0
Standard Class,Medium,Consumer,Europe,Office Supplies,19,0.12,906.57,3,Monday,5,0
Standard Class,Medium,Consumer,USCA,Furniture,9,0.08,535.77,7,Thursday,12,0
First Class,High,Home Office,LATAM,Office Supplies,5,0.01,1131.63,6,Saturday,7,0
Standard Class,Low,Consumer,Pacific Asia,Furniture,14,0.39,592.92,3,Sunday,9,1
Same Day,Medium,Consumer,Pacific Asia,Electronics,16,0.3,867.74,6,Friday,10,0
Standard Class,Low,Home Office,USCA,Apparel,1,0.37,129.71,2,Friday,9,1
Same Day,Medium,Corporate,USCA,Grocery,3,0.17,270.44,1,Saturday,6,0
Standard Class,Low,Consumer,Pacific Asia,Office Supplies,10,0.35,514.8,1,Monday,12,1
First Class,Low,Home Office,LATAM,Electronics,15,0.1,701.74,1,Monday,10,0
Standard Class,Medium,Corporate,USCA,Apparel,3,0.2,968.61,4,Monday,7,0
Same Day,Low,Consumer,USCA,Electronics,1,0.08,296.64,2,Sunday,12,0
Standard Class,Low,Corporate,Europe,Furniture,13,0.31,931.48,7,Tuesday,2,1
Second Class,Medium,Home Office,Africa,Electronics,15,0.2,1069.09,4,Sunday,3,0
Same Day,Medium,Consumer,Europe,Office Supplies,10,0.21,983.96,5,Tuesday,6,0
Standard Class,High,Corporate,LATAM,Office Supplies,3,0.34,750.67,3,Thursday,2,0
Second Class,Medium,Home Office,Africa,Grocery,18,0.3,973.89,3,Monday,10,0
Second Class,Low,Corporate,Pacific Asia,Grocery,19,0.39,1054.23,4,Saturday,10,0
Standard Class,Medium,Consumer,LATAM,Office Supplies,5,0.16,670.57,6,Thursday,8,0
Second Class,Low,Consumer,LATAM,Electronics,10,0.18,974.09,4,Tuesday,2,0
Second Class,High,Corporate,Europe,Office Supplies,16,0.25,511.14,3,Wednesday,6,0
Same Day,Critical,Consumer,Africa,Electronics,18,0.18,631.75,2,Monday,1,1
Standard Class,Medium,Home Office,LATAM,Office Supplies,8,0.17,72.61,2,Tuesday,12,1
Standard Class,Medium,Consumer,Africa,Apparel,13,0.14,1061.35,6,Monday,4,1
Same Day,Low,Consumer,Pacific Asia,Electronics,8,0.33,177.04,6,Saturday,1,0
First Class,Medium,Corporate,Africa,Furniture,13,0.21,338.67,6,Wednesday,10,0
Standard Class,High,Corporate,Europe,Furniture,12,0.24,387.78,6,Sunday,10,0
Second Class,Low,Consumer,Europe,Grocery,13,0.08,147.92,3,Saturday,10,0
Standard Class,Low,Consumer,LATAM,Apparel,17,0.1,1106.89,5,Saturday,11,0
Standard Class,Medium,Corporate,Africa,Furniture,15,0.14,1164.34,4,Saturday,1,1
Standard Class,Medium,Home Office,Europe,Office Supplies,9,0.19,1039.58,1,Sunday,1,1
Standard Class,Low,Corporate,USCA,Furniture,4,0.02,422.17,5,Thursday,2,0
Second Class,High,Consumer,Europe,Office Supplies,12,0.36,75.73,7,Friday,5,0
Standard Class,Low,Consumer,Pacific Asia,Apparel,4,0.36,227.64,7,Wednesday,9,0
Same Day,Low,Home Office,USCA,Grocery,13,0.26,928.8,2,Friday,3,1
Same Day,Medium,Home Office,Africa,Furniture,3,0.13,350.31,1,Wednesday,8,1
Second Class,Low,Consumer,LATAM,Grocery,5,0.15,1072.2,7,Tuesday,10,0
Standard Class,Medium,Corporate,USCA,Apparel,13,0.29,1003.8,6,Friday,6,1
Standard Class,Low,Consumer,Europe,Electronics,14,0.11,291.96,1,Tuesday,3,1
First Class,Low,Corporate,LATAM,Apparel,8,0.24,835.21,6,Sunday,8,0
Second Class,Low,Home Office,LATAM,Apparel,11,0.36,536.33,5,Friday,1,0
Standard Class,High,Consumer,LATAM,Apparel,8,0.16,265.79,5,Monday,10,0
Same Day,Medium,Corporate,LATAM,Electronics,12,0.23,712.23,4,Saturday,5,0
First Class,High,Consumer,Africa,Electronics,11,0.37,1006.46,5,Thursday,12,0
Same Day,Low,Consumer,Africa,Apparel,17,0.14,1112.88,3,Friday,8,0
Second Class,Medium,Corporate,Africa,Electronics,13,0.3,79.89,2,Tuesday,4,1
Second Class,Medium,Consumer,Europe,Office Supplies,4,0.3,508.29,4,Sunday,6,0
Standard Class,High,Corporate,Africa,Apparel,13,0.37,729.26,6,Tuesday,11,1
Same Day,Medium,Consumer,LATAM,Furniture,9,0.34,412.21,4,Tuesday,2,0
First Class,Medium,Corporate,USCA,Office Supplies,14,0.3,388.02,3,Tuesday,1,0
Standard Class,Low,Consumer,USCA,Apparel,12,0.25,928.6,1,Friday,1,1
Standard Class,Medium,Corporate,USCA,Furniture,13,0.1,941.18,5,Saturday,12,0
Standard Class,Medium,Corporate,USCA,Furniture,8,0.27,877.42,1,Wednesday,5,1
First Class,High,Home Office,USCA,Grocery,5,0.11,1079.24,6,Tuesday,10,0
Same Day,Low,Home Office,Pacific Asia,Grocery,11,0.18,598.7,2,Wednesday,8,0
Standard Class,Low,Consumer,USCA,Furniture,6,0.28,947.5,2,Sunday,8,1
Second Class,Medium,Consumer,USCA,Apparel,7,0.27,23.34,4,Monday,9,0
Standard Class,Low,Corporate,USCA,Apparel,15,0.16,1185.04,5,Friday,2,0
Same Day,Low,Corporate,Europe,Apparel,5,0.07,1103.89,1,Wednesday,5,0
First Class,High,Consumer,Pacific Asia,Apparel,9,0.19,1011.21,5,Tuesday,5,0
First Class,Medium,Consumer,USCA,Furniture,19,0.11,709.44,6,Thursday,1,0
Standard Class,High,Corporate,Africa,Electronics,5,0.1,657.54,4,Thursday,5,1
Standard Class,High,Home Office,Europe,Electronics,13,0.13,188.65,4,Monday,7,0
Standard Class,Low,Home Office,Pacific Asia,Apparel,12,0.28,74.22,1,Saturday,5,1
Standard Class,Medium,Consumer,Africa,Grocery,5,0.2,314.49,5,Tuesday,1,1
First Class,Low,Consumer,Africa,Furniture,7,0.15,189.67,3,Wednesday,12,0
First Class,High,Consumer,Europe,Electronics,3,0.36,677.38,2,Saturday,3,0
Same Day,Medium,Consumer,Africa,Furniture,13,0.28,405.73,2,Monday,1,1
Same Day,Low,Corporate,LATAM,Grocery,11,0.2,471.55,2,Friday,5,0
Second Class,Low,Corporate,Europe,Furniture,10,0.17,41.41,6,Monday,7,0
First Class,Medium,Consumer,Europe,Grocery,9,0.33,662.86,7,Thursday,8,0
Same Day,Low,Consumer,LATAM,Grocery,6,0.07,790.84,7,Sunday,4,0
First Class,Low,Consumer,Europe,Office Supplies,14,0.27,407.94,4,Tuesday,4,0
Standard Class,High,Home Office,Africa,Grocery,10,0.01,166.19,7,Saturday,10,1
Standard Class,High,Consumer,Africa,Office Supplies,17,0.0,847.44,3,Thursday,8,1
Standard Class,Low,Consumer,Africa,Grocery,2,0.37,163.49,4,Tuesday,2,1
Same Day,Medium,Corporate,LATAM,Grocery,2,0.21,982.06,1,Monday,8,0
Second Class,High,Corporate,Africa,Furniture,4,0.13,659.77,5,Sunday,4,0
Standard Class,Low,Home Office,LATAM,Office Supplies,7,0.32,292.56,7,Friday,4,0
Second Class,High,Consumer,LATAM,Electronics,4,0.39,1079.49,5,Friday,11,0
Second Class,Low,Corporate,LATAM,Electronics,8,0.01,178.71,6,Thursday,2,0
Standard Class,Medium,Consumer,Europe,Furniture,14,0.02,725.41,5,Monday,12,0
Standard Class,Medium,Home Office,Pacific Asia,Electronics,3,0.34,744.84,5,Wednesday,4,0
Second Class,Medium,Corporate,LATAM,Electronics,11,0.22,54.4,4,Monday,9,0
Standard Class,High,Home Office,Africa,Grocery,3,0.35,735.56,5,Saturday,4,1
First Class,Low,Consumer,LATAM,Apparel,5,0.28,836.12,1,Sunday,5,0
Standard Class,Low,Corporate,USCA,Apparel,16,0.19,1093.06,3,Tuesday,2,0
First Class,Medium,Consumer,Europe,Electronics,11,0.06,853.63,4,Saturday,5,0
Second Class,High,Consumer,Africa,Furniture,1,0.16,586.47,1,Tuesday,6,1
Second Class,Low,Consumer,Europe,Furniture,9,0.31,1025.43,1,Friday,2,0
First Class,High,Corporate,Europe,Office Supplies,5,0.09,431.0,2,Tuesday,3,0
Standard Class,Low,Consumer,USCA,Furniture,11,0.28,1028.06,3,Saturday,12,0
Standard Class,Low,Home Office,LATAM,Furniture,2,0.1,1014.32,2,Saturday,3,1
Standard Class,High,Corporate,Africa,Grocery,10,0.19,728.36,5,Tuesday,10,1
First Class,Low,Consumer,Pacific Asia,Grocery,5,0.03,420.1,1,Monday,7,0
Second Class,Medium,Corporate,Europe,Electronics,17,0.18,713.53,2,Monday,8,0
Second Class,Low,Consumer,Pacific Asia,Furniture,12,0.25,1088.02,6,Monday,1,0
Standard Class,Low,Consumer,Pacific Asia,Apparel,3,0.23,767.48,1,Wednesday,12,1
Standard Class,Medium,Corporate,LATAM,Furniture,7,0.16,1009.62,6,Tuesday,7,0
Standard Class,Medium,Home Office,Pacific Asia,Furniture,11,0.15,420.11,5,Friday,6,0
Standard Class,Medium,Consumer,Africa,Electronics,11,0.11,357.85,5,Monday,2,1
Second Class,Medium,Home Office,LATAM,Apparel,12,0.31,314.46,3,Sunday,1,0
Standard Class,Low,Corporate,Pacific Asia,Electronics,5,0.31,594.59,6,Sunday,4,0
Standard Class,Medium,Consumer,LATAM,Furniture,10,0.19,524.05,7,Tuesday,12,0
Same Day,Critical,Corporate,Africa,Apparel,12,0.15,1026.52,5,Monday,6,0
Standard Class,High,Corporate,Europe,Furniture,14,0.25,144.0,7,Friday,11,0
Standard Class,Low,Consumer,USCA,Electronics,1,0.22,669.32,3,Wednesday,8,0
First Class,Low,Home Office,LATAM,Electronics,14,0.27,490.05,5,Monday,11,0
Standard Class,High,Corporate,USCA,Grocery,7,0.12,1125.71,5,Tuesday,4,0
Second Class,Medium,Consumer,Europe,Apparel,10,0.32,948.18,7,Saturday,8,0
First Class,Medium,Home Office,Africa,Grocery,12,0.13,525.69,7,Saturday,10,0
Same Day,High,Consumer,Europe,Apparel,6,0.17,772.33,6,Sunday,7,0
Standard Class,Low,Home Office,USCA,Office Supplies,16,0.05,897.25,3,Thursday,12,0
Same Day,Medium,Consumer,Africa,Apparel,10,0.34,94.66,2,Sunday,4,1
Standard Class,Critical,Corporate,Pacific Asia,Furniture,12,0.26,811.73,7,Thursday,10,1
Standard Class,Medium,Consumer,Pacific Asia,Apparel,10,0.09,175.99,4,Tuesday,10,0
Standard Class,Low,Corporate,LATAM,Grocery,10,0.34,234.85,2,Friday,1,1
Same Day,Low,Consumer,Pacific Asia,Electronics,11,0.28,558.84,7,Sunday,3,0
Standard Class,Low,Consumer,USCA,Electronics,9,0.18,1175.55,5,Tuesday,5,0
Standard Class,High,Consumer,Pacific Asia,Apparel,9,0.4,1143.07,1,Saturday,1,1
Second Class,Low,Home Office,LATAM,Office Supplies,12,0.13,1083.7,7,Wednesday,8,0
Standard Class,Low,Consumer,Africa,Electronics,2,0.04,50.85,4,Thursday,7,1
Standard Class,High,Corporate,Pacific Asia,Electronics,14,0.29,1024.88,7,Thursday,11,1
Standard Class,Low,Home Office,LATAM,Electronics,9,0.3,933.64,7,Saturday,9,0
Standard Class,Low,Home Office,Pacific Asia,Office Supplies,18,0.02,603.55,5,Wednesday,1,1
